entry_time_utc,jst_hour,jst_dow,atr_pct,adx,volume_ratio_20,ret_4bar_pct,ret_16bar_pct,btc_ret_4bar_pct,btc_ret_16bar_pct,direction,exit_reason,pnl_pct,scaled_pnl_pct,win,holding_bars
2025-09-22T05:15:00Z,14,0,0.3353,20.26,0.249,-0.22,-0.684,-0.078,-0.089,SHORT,TAKE_PROFIT,1.1547,1.1547,1,3
2025-09-22T15:15:00Z,0,1,0.4949,42.3,1.342,-1.272,-0.14,-0.688,-0.12,SHORT,TAKE_PROFIT,2.1306,2.1306,1,44
2025-09-23T17:30:00Z,2,2,0.6253,15.79,2.931,-1.262,-1.627,-0.631,-0.849,SHORT,TAKE_PROFIT,2.1306,2.1306,1,31
2025-09-24T03:15:00Z,12,2,0.6503,15.73,9.076,-2.689,-2.486,-0.368,0.074,SHORT,TAKE_PROFIT,2.1306,2.1306,1,1
2025-09-25T00:30:00Z,9,3,0.4004,22.68,4.168,-0.4,-0.302,-0.087,-0.41,SHORT,TAKE_PROFIT,1.9516,1.9516,1,12
2025-09-25T11:15:00Z,20,3,0.5543,31.32,2.852,-0.721,-1.465,-0.077,-0.088,SHORT,STOP_LOSS,-1.2304,-1.2304,0,13
2025-09-25T16:30:00Z,1,4,0.6839,20.87,0.012,-0.747,-0.037,-0.245,0.085,SHORT,TAKE_PROFIT,2.1306,2.1306,1,5
2025-09-25T20:30:00Z,5,4,0.8613,23.35,1.225,-1.384,-1.381,-0.303,-1.675,SHORT,TAKE_PROFIT,2.1306,2.1306,1,13
2025-09-26T04:45:00Z,13,4,0.4835,9.44,0.074,-0.357,0.075,-0.276,-0.108,SHORT,TAKE_PROFIT,2.1306,2.1306,1,26
2025-09-27T08:15:00Z,17,5,0.2783,16.35,0.253,-0.234,-1.013,-0.187,-0.364,SHORT,STOP_LOSS,-1.1203,-1.1203,0,23
2025-09-28T01:45:00Z,10,6,0.3332,15.68,1.136,-0.903,-1.118,-0.237,-0.112,SHORT,STOP_LOSS,-1.2304,-1.2304,0,56
2025-09-29T14:30:00Z,23,0,0.581,22.34,0.337,1.175,2.096,0.701,1.703,LONG,STOP_LOSS,-1.2296,-1.2296,0,11
2025-09-30T19:45:00Z,4,2,0.4609,17.87,2.306,0.74,1.301,0.599,1.028,LONG,TAKE_PROFIT,2.1294,2.1294,1,50
2025-10-01T15:00:00Z,0,3,0.5113,41.27,0.476,-0.273,0.632,0.141,0.751,LONG,TAKE_PROFIT,2.1294,2.1294,1,48
2025-10-02T04:30:00Z,13,3,0.4673,31.38,0.197,-0.49,1.561,-0.276,0.034,LONG,TAKE_PROFIT,2.1294,2.1294,1,47
2025-10-02T16:30:00Z,1,4,0.6392,21.05,3.228,0.141,0.252,-0.012,0.572,LONG,TAKE_PROFIT,2.1294,2.1294,1,11
2025-10-02T20:45:00Z,5,4,0.5042,35.92,0.305,0.0,1.914,-0.057,0.887,LONG,STOP_LOSS,-1.1423,-1.1423,0,41
2025-10-03T19:45:00Z,4,5,0.8141,15.06,0.069,-0.157,-0.549,0.102,0.467,LONG,STOP_LOSS,-1.2296,-1.2296,0,2
2025-10-03T20:45:00Z,5,5,0.5761,13.76,0.263,-0.044,-0.194,-0.197,-0.077,LONG,STOP_LOSS,-1.2296,-1.2296,0,13
2025-10-04T21:45:00Z,6,6,0.2145,20.18,0.747,0.012,0.858,0.285,0.293,LONG,TAKE_PROFIT,1.2971,1.2971,1,20
2025-10-05T03:30:00Z,12,6,0.4383,25.42,1.037,0.906,1.578,0.267,1.358,LONG,TAKE_PROFIT,2.1294,2.1294,1,15
